Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Purchase Frequency
418,36-45,Female,Sandals,Footwear,56.05,California,XS,White,Summer,5,No,Credit Card,Next Day Delivery,No,No,6,Weekly
419,36-45,Male,Skincare,Beauty & Personal Care,51.22,Pennsylvania,N/A,N/A,Fall,5,No,Debit Card,Express,No,Yes,10,Bi-Weekly
420,65+,Female,Fragrance,Beauty & Personal Care,10.0,New Jersey,N/A,N/A,Fall,5,No,Cash,Next Day Delivery,No,No,4,Bi-Weekly
421,65+,Female,Heels,Footwear,35.54,Illinois,M,White,Summer,5,No,Credit Card,Free Shipping,No,No,5,Annually
422,18-25,Male,Running Shoes,Footwear,96.44,Pennsylvania,XL,White,Spring,5,No,PayPal,Express,Yes,No,7,Monthly
423,65+,Male,Laptop,Electronics,302.35,Pennsylvania,N/A,N/A,Fall,3,Yes,Cash,Standard,No,No,3,Monthly
424,46-55,Male,Dress,Clothing,94.0,New York,S,Gray,Spring,5,No,Debit Card,Next Day Delivery,Yes,Yes,5,Weekly
425,65+,Female,Shirt,Clothing,19.44,Ohio,L,Gray,Winter,5,No,Cash,Free Shipping,Yes,No,9,Quarterly
426,46-55,Female,Bike,Sports & Outdoors,157.02,Texas,N/A,N/A,Winter,4,No,Bank Transfer,Express,No,No,7,Bi-Weekly
427,46-55,Female,Smartphone,Electronics,540.14,Illinois,N/A,N/A,Spring,4,Yes,Debit Card,Next Day Delivery,Yes,No,6,Weekly
428,18-25,Female,Camping Gear,Sports & Outdoors,278.88,Ohio,N/A,N/A,Summer,5,No,Credit Card,Standard,No,No,6,Monthly
429,56-65,Female,Novel,Books & Media,13.11,Ohio,N/A,N/A,Summer,4,Yes,Bank Transfer,Free Shipping,No,No,3,Bi-Weekly
430,18-25,Male,Headphones,Electronics,610.8,New York,N/A,N/A,Summer,3,Yes,PayPal,Next Day Delivery,No,No,5,Monthly
431,36-45,Male,Watch,Accessories,142.45,California,N/A,Red,Winter,5,No,Cash,Standard,Yes,No,9,Monthly
432,18-25,Male,Skincare,Beauty & Personal Care,40.51,Illinois,N/A,N/A,Winter,4,No,Cash,Standard,No,No,6,Weekly
433,26-35,Male,Casual Shoes,Footwear,180.61,Illinois,XS,Red,Spring,5,No,Debit Card,Free Shipping,No,Yes,7,Quarterly
434,46-55,Male,Furniture,Home & Garden,110.55,New Jersey,N/A,N/A,Winter,5,Yes,Cash,Next Day Delivery,No,No,4,Quarterly
435,36-45,Female,Heels,Footwear,135.38,California,M,Red,Winter,5,No,Debit Card,Express,No,No,3,Monthly
436,56-65,Female,Pants,Clothing,42.13,Virginia,XS,Black,Fall,5,Yes,Bank Transfer,Free Shipping,No,No,10,Annually
437,26-35,Female,Board Game,Toys & Games,23.51,Ohio,N/A,N/A,Winter,5,No,Bank Transfer,Free Shipping,No,No,4,Annually
438,26-35,Female,DVD,Books & Media,24.65,Texas,N/A,N/A,Winter,5,Yes,Credit Card,Express,No,No,4,Weekly
439,46-55,Male,Boots,Footwear,90.13,New York,S,White,Spring,3,No,PayPal,Standard,No,No,8,Quarterly
440,26-35,Female,Running Shoes,Footwear,95.62,Illinois,M,Gray,Spring,5,Yes,Credit Card,Free Shipping,Yes,Yes,3,Annually
441,46-55,Female,Puzzle,Toys & Games,28.75,Illinois,N/A,N/A,Winter,5,No,Credit Card,Free Shipping,Yes,No,9,Weekly
442,46-55,Other,Boots,Footwear,116.84,Michigan,XL,Green,Spring,5,No,Credit Card,Standard,No,No,5,Monthly
443,56-65,Other,Bike,Sports & Outdoors,116.63,Illinois,N/A,N/A,Winter,4,Yes,PayPal,Free Shipping,Yes,No,4,Weekly
444,26-35,Other,Bedding,Home & Garden,99.89,Florida,N/A,N/A,Winter,5,No,Credit Card,Free Shipping,No,No,2,Monthly
445,65+,Female,Watch,Accessories,91.82,Virginia,N/A,Red,Fall,5,Yes,Debit Card,Standard,No,No,8,Monthly
446,36-45,Female,Decor,Home & Garden,194.67,Georgia,N/A,N/A,Spring,4,No,Cash,Express,No,No,8,Monthly
447,65+,Male,DVD,Books & Media,39.35,Illinois,N/A,N/A,Winter,3,No,Bank Transfer,Standard,No,No,6,Bi-Weekly
448,46-55,Female,Jewelry,Accessories,76.11,Virginia,N/A,Red,Fall,3,No,Credit Card,Express,No,No,8,Weekly
449,36-45,Male,Video Game,Toys & Games,49.96,Florida,N/A,N/A,Spring,5,Yes,Cash,Express,No,No,7,Bi-Weekly
450,18-25,Male,Watch,Accessories,78.53,Georgia,N/A,Black,Fall,4,No,Cash,Next Day Delivery,Yes,Yes,6,Monthly
451,46-55,Other,Video Game,Toys & Games,15.19,New Jersey,N/A,N/A,Spring,5,No,Credit Card,Express,No,No,6,Monthly
452,46-55,Female,Magazine,Books & Media,10.0,Georgia,N/A,N/A,Fall,4,Yes,Debit Card,Express,No,Yes,6,Monthly
453,65+,Male,Headphones,Electronics,562.88,California,N/A,N/A,Winter,4,Yes,Credit Card,Express,No,No,5,Annually
454,26-35,Other,Wallet,Accessories,177.43,New York,N/A,Gray,Summer,5,No,Debit Card,Free Shipping,No,No,3,Annually
455,18-25,Female,Jacket,Clothing,78.05,Florida,S,Green,Spring,5,No,Cash,Next Day Delivery,No,No,3,Annually
456,36-45,Male,Bedding,Home & Garden,158.45,Ohio,N/A,N/A,Fall,5,No,PayPal,Next Day Delivery,No,No,9,Bi-Weekly
457,46-55,Male,Garden Tools,Home & Garden,183.77,Michigan,N/A,N/A,Winter,4,Yes,Bank Transfer,Standard,No,No,6,Weekly
458,56-65,Female,Sports Apparel,Sports & Outdoors,203.41,Illinois,N/A,N/A,Spring,5,No,PayPal,Standard,Yes,No,4,Monthly
459,36-45,Female,Sports Apparel,Sports & Outdoors,73.82,Illinois,N/A,N/A,Fall,3,No,Cash,Express,No,No,7,Annually
460,26-35,Female,Blouse,Clothing,84.54,Michigan,L,Gray,Fall,4,Yes,Cash,Standard,No,No,5,Quarterly
461,36-45,Male,Bedding,Home & Garden,156.3,Ohio,N/A,N/A,Winter,3,No,Credit Card,Express,Yes,No,5,Monthly
462,65+,Male,Wallet,Accessories,132.16,North Carolina,N/A,Gray,Winter,4,Yes,Debit Card,Next Day Delivery,No,No,8,Bi-Weekly
463,65+,Other,Action Figure,Toys & Games,21.49,Illinois,N/A,N/A,Spring,5,No,PayPal,Express,Yes,No,9,Monthly
464,65+,Other,Action Figure,Toys & Games,20.54,New Jersey,N/A,N/A,Fall,5,No,Credit Card,Express,No,Yes,5,Monthly
465,26-35,Male,Bedding,Home & Garden,166.04,Pennsylvania,N/A,N/A,Fall,4,No,Debit Card,Next Day Delivery,No,Yes,8,Quarterly
466,18-25,Male,Novel,Books & Media,31.09,New Jersey,N/A,N/A,Spring,5,No,PayPal,Express,Yes,No,8,Annually
467,18-25,Female,Hair Care,Beauty & Personal Care,38.19,Ohio,N/A,N/A,Spring,5,No,Cash,Express,Yes,Yes,7,Bi-Weekly
468,36-45,Male,Fragrance,Beauty & Personal Care,55.0,Florida,N/A,N/A,Fall,5,No,Cash,Standard,No,Yes,3,Quarterly
469,36-45,Female,Sandals,Footwear,183.38,New Jersey,XS,Black,Winter,5,No,Debit Card,Express,No,No,3,Bi-Weekly
470,56-65,Female,Heels,Footwear,134.44,Texas,S,Green,Winter,5,No,PayPal,Free Shipping,No,No,3,Quarterly
471,46-55,Female,Skincare,Beauty & Personal Care,47.15,California,N/A,N/A,Summer,4,Yes,Debit Card,Standard,Yes,No,8,Monthly
472,56-65,Female,Watch,Accessories,105.49,New Jersey,N/A,Black,Summer,5,No,Cash,Next Day Delivery,No,Yes,5,Monthly
473,26-35,Female,Tablet,Electronics,307.83,North Carolina,N/A,N/A,Fall,5,No,Cash,Standard,No,No,4,Weekly
474,36-45,Female,Bedding,Home & Garden,120.13,Virginia,N/A,N/A,Fall,5,No,PayPal,Express,No,No,7,Monthly
475,46-55,Male,Camping Gear,Sports & Outdoors,151.43,Florida,N/A,N/A,Winter,4,Yes,Credit Card,Express,No,No,6,Bi-Weekly
476,65+,Male,Boots,Footwear,133.28,Virginia,XS,Green,Summer,4,No,Credit Card,Next Day Delivery,No,Yes,4,Weekly
477,46-55,Female,Garden Tools,Home & Garden,110.98,Michigan,N/A,N/A,Spring,5,No,Bank Transfer,Standard,No,No,4,Weekly
478,65+,Female,Shirt,Clothing,107.23,Virginia,XS,Red,Winter,5,No,PayPal,Standard,No,No,9,Annually
479,36-45,Female,Magazine,Books & Media,40.24,New York,N/A,N/A,Spring,4,No,Debit Card,Free Shipping,No,No,8,Weekly
480,65+,Female,Puzzle,Toys & Games,14.5,Michigan,N/A,N/A,Summer,4,No,PayPal,Standard,No,No,4,Annually
481,65+,Female,Headphones,Electronics,539.85,Texas,N/A,N/A,Spring,5,No,PayPal,Express,No,Yes,3,Annually
482,26-35,Other,Garden Tools,Home & Garden,52.67,New York,N/A,N/A,Fall,4,Yes,PayPal,Next Day Delivery,No,No,9,Bi-Weekly
483,18-25,Male,Video Game,Toys & Games,28.27,New York,N/A,N/A,Winter,3,Yes,Debit Card,Express,No,No,7,Weekly
484,18-25,Male,Smartphone,Electronics,633.07,Michigan,N/A,N/A,Winter,4,No,Cash,Standard,No,No,8,Annually
485,18-25,Female,Headphones,Electronics,398.38,New Jersey,N/A,N/A,Summer,3,No,PayPal,Next Day Delivery,No,No,7,Monthly
486,46-55,Male,Shirt,Clothing,79.74,Florida,XS,Brown,Fall,5,No,Debit Card,Next Day Delivery,Yes,No,8,Quarterly
487,65+,Male,Smartphone,Electronics,165.76,California,N/A,N/A,Spring,4,No,Cash,Express,Yes,No,7,Monthly
488,36-45,Female,DVD,Books & Media,47.74,Virginia,N/A,N/A,Spring,5,No,Debit Card,Next Day Delivery,No,No,7,Bi-Weekly
489,18-25,Female,Fragrance,Beauty & Personal Care,100.38,Georgia,N/A,N/A,Fall,5,No,PayPal,Free Shipping,No,No,6,Quarterly
490,65+,Male,Sneakers,Footwear,90.33,Florida,XS,Brown,Summer,5,No,Credit Card,Free Shipping,No,No,4,Annually
491,46-55,Male,Magazine,Books & Media,18.09,Michigan,N/A,N/A,Winter,5,Yes,Debit Card,Standard,No,No,7,Bi-Weekly
492,46-55,Male,Novel,Books & Media,31.88,Ohio,N/A,N/A,Winter,4,No,Credit Card,Standard,Yes,No,7,Monthly
493,65+,Male,Fitness Equipment,Sports & Outdoors,163.85,Virginia,N/A,N/A,Summer,5,Yes,Debit Card,Standard,Yes,No,3,Quarterly
494,65+,Other,Jewelry,Accessories,135.21,Pennsylvania,N/A,Gray,Winter,3,No,Cash,Standard,No,Yes,6,Weekly
495,65+,Female,Running Shoes,Footwear,70.36,Georgia,L,Brown,Summer,4,No,Credit Card,Free Shipping,No,No,10,Monthly
496,26-35,Female,Sports Apparel,Sports & Outdoors,23.29,California,N/A,N/A,Summer,5,No,Bank Transfer,Free Shipping,No,No,3,Quarterly
497,26-35,Female,Tablet,Electronics,407.53,Georgia,N/A,N/A,Winter,5,No,Credit Card,Free Shipping,No,No,3,Quarterly
498,36-45,Male,Tablet,Electronics,345.3,Virginia,N/A,N/A,Spring,4,No,Credit Card,Free Shipping,No,No,6,Quarterly
499,18-25,Other,Board Game,Toys & Games,23.14,Texas,N/A,N/A,Fall,3,No,Bank Transfer,Express,No,No,8,Quarterly
500,36-45,Male,Fitness Equipment,Sports & Outdoors,112.04,New York,N/A,N/A,Winter,5,No,Debit Card,Free Shipping,No,Yes,4,Monthly
501,65+,Male,Novel,Books & Media,10.03,Texas,N/A,N/A,Summer,5,No,Credit Card,Next Day Delivery,Yes,No,7,Monthly
502,65+,Male,Garden Tools,Home & Garden,252.48,North Carolina,N/A,N/A,Fall,5,No,Credit Card,Standard,No,Yes,11,Bi-Weekly
503,46-55,Female,Casual Shoes,Footwear,35.47,Virginia,L,Black,Fall,5,No,Bank Transfer,Express,No,No,5,Bi-Weekly
504,18-25,Male,Makeup,Beauty & Personal Care,25.43,Georgia,N/A,N/A,Summer,5,Yes,Debit Card,Standard,No,No,3,Quarterly
505,18-25,Male,Tablet,Electronics,501.4,Georgia,N/A,N/A,Summer,5,No,PayPal,Standard,No,No,5,Annually
506,65+,Female,Sweater,Clothing,73.28,Ohio,XL,Red,Summer,5,No,Bank Transfer,Express,No,No,4,Bi-Weekly
507,18-25,Male,Hair Care,Beauty & Personal Care,26.21,North Carolina,N/A,N/A,Winter,5,No,PayPal,Express,Yes,Yes,6,Monthly
508,46-55,Female,Sports Apparel,Sports & Outdoors,179.45,Georgia,N/A,N/A,Summer,3,Yes,Cash,Free Shipping,No,No,5,Annually
509,65+,Other,Puzzle,Toys & Games,43.82,Virginia,N/A,N/A,Fall,3,No,Bank Transfer,Express,No,Yes,5,Bi-Weekly
510,26-35,Male,Decor,Home & Garden,199.58,New Jersey,N/A,N/A,Summer,5,No,Cash,Next Day Delivery,No,No,7,Weekly
511,36-45,Female,Video Game,Toys & Games,42.97,Michigan,N/A,N/A,Winter,5,No,Bank Transfer,Next Day Delivery,No,Yes,3,Quarterly
512,18-25,Female,Board Game,Toys & Games,37.23,California,N/A,N/A,Winter,5,Yes,Cash,Standard,No,Yes,5,Weekly
513,26-35,Other,Kitchenware,Home & Garden,161.75,Illinois,N/A,N/A,Fall,5,Yes,Cash,Standard,No,No,5,Monthly
514,26-35,Male,Board Game,Toys & Games,27.17,Pennsylvania,N/A,N/A,Winter,5,Yes,Credit Card,Express,No,Yes,5,Annually
515,46-55,Female,Belt,Accessories,55.9,Virginia,N/A,Blue,Spring,5,Yes,PayPal,Free Shipping,No,No,6,Quarterly
516,65+,Male,Fitness Equipment,Sports & Outdoors,138.52,California,N/A,N/A,Fall,5,No,Cash,Free Shipping,No,Yes,5,Bi-Weekly
517,65+,Male,Camping Gear,Sports & Outdoors,27.4,Virginia,N/A,N/A,Summer,4,Yes,Debit Card,Free Shipping,No,No,4,Bi-Weekly
518,65+,Other,Laptop,Electronics,109.89,Florida,N/A,N/A,Spring,5,No,PayPal,Standard,No,No,11,Quarterly
519,36-45,Female,Puzzle,Toys & Games,43.81,Florida,N/A,N/A,Summer,3,Yes,Bank Transfer,Next Day Delivery,No,No,4,Weekly
520,36-45,Male,Magazine,Books & Media,39.14,California,N/A,N/A,Summer,5,No,Debit Card,Standard,No,No,5,Annually
521,65+,Female,Bedding,Home & Garden,181.13,Michigan,N/A,N/A,Fall,4,Yes,Credit Card,Next Day Delivery,No,No,6,Annually
522,26-35,Male,Running Shoes,Footwear,120.04,Texas,XL,White,Winter,4,No,Bank Transfer,Free Shipping,Yes,No,9,Weekly
523,36-45,Male,Handbag,Accessories,85.07,New Jersey,N/A,Blue,Fall,5,No,Debit Card,Next Day Delivery,No,No,5,Bi-Weekly
524,56-65,Female,Video Game,Toys & Games,39.64,North Carolina,N/A,N/A,Spring,4,No,Credit Card,Next Day Delivery,No,No,7,Quarterly
525,26-35,Female,Watch,Accessories,112.59,New Jersey,N/A,Blue,Winter,5,No,Credit Card,Free Shipping,Yes,No,5,Monthly
526,56-65,Male,Furniture,Home & Garden,280.86,North Carolina,N/A,N/A,Fall,4,No,Bank Transfer,Free Shipping,Yes,Yes,6,Quarterly
527,18-25,Male,Kitchenware,Home & Garden,71.51,Pennsylvania,N/A,N/A,Spring,5,No,Credit Card,Express,No,No,5,Annually
528,56-65,Male,Jeans,Clothing,50.09,Texas,S,Gray,Summer,4,No,PayPal,Standard,Yes,No,8,Bi-Weekly
529,56-65,Male,Skincare,Beauty & Personal Care,90.54,Virginia,N/A,N/A,Summer,5,No,Credit Card,Free Shipping,Yes,No,7,Monthly
530,18-25,Female,Smartphone,Electronics,153.1,California,N/A,N/A,Summer,5,No,Debit Card,Standard,No,No,3,Annually
531,26-35,Female,Bedding,Home & Garden,279.91,Ohio,N/A,N/A,Winter,5,Yes,PayPal,Free Shipping,No,Yes,8,Monthly
532,18-25,Female,Skincare,Beauty & Personal Care,52.66,North Carolina,N/A,N/A,Spring,5,No,Bank Transfer,Standard,Yes,No,4,Annually
533,18-25,Female,Headphones,Electronics,372.3,North Carolina,N/A,N/A,Spring,4,No,Debit Card,Next Day Delivery,No,Yes,8,Annually
534,18-25,Male,Bedding,Home & Garden,116.09,Ohio,N/A,N/A,Winter,4,Yes,Credit Card,Free Shipping,No,No,10,Bi-Weekly
535,56-65,Female,Handbag,Accessories,128.25,Virginia,N/A,Red,Fall,3,No,Cash,Next Day Delivery,No,Yes,9,Monthly
536,18-25,Male,Action Figure,Toys & Games,69.87,Texas,N/A,N/A,Spring,3,Yes,Credit Card,Free Shipping,No,No,4,Annually
537,56-65,Female,Headphones,Electronics,541.23,New York,N/A,N/A,Fall,5,No,Cash,Free Shipping,No,No,6,Annually
538,26-35,Female,Boots,Footwear,179.54,New York,XL,Brown,Fall,4,No,Cash,Standard,Yes,Yes,8,Bi-Weekly
539,65+,Other,Blouse,Clothing,65.25,North Carolina,L,Gray,Spring,3,Yes,Debit Card,Standard,Yes,No,4,Monthly
540,18-25,Female,Wallet,Accessories,52.52,Michigan,N/A,Red,Fall,5,No,Debit Card,Express,No,No,7,Bi-Weekly
541,18-25,Female,Garden Tools,Home & Garden,94.61,Texas,N/A,N/A,Summer,5,No,Debit Card,Free Shipping,Yes,Yes,5,Quarterly
542,36-45,Female,Garden Tools,Home & Garden,97.28,Florida,N/A,N/A,Fall,5,No,Debit Card,Free Shipping,Yes,Yes,7,Bi-Weekly
543,18-25,Male,Camping Gear,Sports & Outdoors,57.84,New York,N/A,N/A,Winter,5,No,Debit Card,Next Day Delivery,No,Yes,5,Bi-Weekly
544,65+,Female,Bike,Sports & Outdoors,109.35,Georgia,N/A,N/A,Winter,4,No,Debit Card,Next Day Delivery,Yes,No,6,Quarterly
545,56-65,Female,Laptop,Electronics,10.0,New Jersey,N/A,N/A,Spring,5,No,Debit Card,Express,No,Yes,3,Annually
546,26-35,Female,Furniture,Home & Garden,237.28,Virginia,N/A,N/A,Spring,4,Yes,Credit Card,Standard,No,No,8,Annually
547,56-65,Female,Makeup,Beauty & Personal Care,10.0,California,N/A,N/A,Fall,5,No,Bank Transfer,Free Shipping,No,No,5,Bi-Weekly
548,36-45,Female,Makeup,Beauty & Personal Care,36.43,Michigan,N/A,N/A,Fall,5,No,Cash,Free Shipping,No,No,5,Annually
549,56-65,Female,Tablet,Electronics,458.19,Pennsylvania,N/A,N/A,Spring,5,Yes,Cash,Express,No,No,7,Annually
550,26-35,Female,Magazine,Books & Media,19.93,Florida,N/A,N/A,Summer,3,No,PayPal,Next Day Delivery,No,No,7,Weekly
551,26-35,Male,Magazine,Books & Media,32.51,Texas,N/A,N/A,Fall,4,No,Debit Card,Express,No,No,8,Weekly
552,65+,Male,Belt,Accessories,116.18,Pennsylvania,N/A,Red,Winter,5,No,PayPal,Standard,No,No,5,Weekly
553,65+,Female,Fitness Equipment,Sports & Outdoors,64.1,Virginia,N/A,N/A,Fall,4,No,Debit Card,Express,Yes,Yes,4,Quarterly
554,65+,Female,Hair Care,Beauty & Personal Care,68.39,Michigan,N/A,N/A,Spring,4,No,Bank Transfer,Next Day Delivery,No,No,7,Quarterly
555,26-35,Male,Video Game,Toys & Games,23.36,Pennsylvania,N/A,N/A,Fall,4,No,PayPal,Free Shipping,Yes,No,10,Annually
556,18-25,Male,Action Figure,Toys & Games,36.18,Georgia,N/A,N/A,Summer,3,No,Cash,Standard,No,No,8,Annually
557,65+,Male,Kitchenware,Home & Garden,89.28,Florida,N/A,N/A,Summer,5,No,Cash,Next Day Delivery,Yes,No,5,Annually
558,65+,Female,Camera,Electronics,204.25,New York,N/A,N/A,Winter,4,No,Debit Card,Standard,Yes,No,5,Quarterly
559,65+,Female,Music Album,Books & Media,35.84,New York,N/A,N/A,Summer,4,No,PayPal,Standard,No,No,5,Bi-Weekly
560,18-25,Male,Running Shoes,Footwear,130.52,Michigan,S,White,Spring,4,Yes,Bank Transfer,Express,No,No,6,Weekly
561,26-35,Female,Kitchenware,Home & Garden,184.81,North Carolina,N/A,N/A,Winter,5,No,Bank Transfer,Standard,Yes,No,6,Monthly
562,18-25,Male,Jewelry,Accessories,77.78,Michigan,N/A,Red,Winter,5,No,Cash,Express,No,No,11,Quarterly
563,56-65,Male,Running Shoes,Footwear,117.69,Florida,XL,Gray,Fall,5,Yes,Cash,Next Day Delivery,No,Yes,4,Quarterly
564,56-65,Female,Laptop,Electronics,422.82,Ohio,N/A,N/A,Winter,5,No,Cash,Standard,No,No,3,Weekly
565,26-35,Male,Video Game,Toys & Games,29.58,Florida,N/A,N/A,Spring,5,No,Cash,Free Shipping,No,No,8,Annually
566,56-65,Male,Blouse,Clothing,59.86,North Carolina,XL,Brown,Spring,5,No,Credit Card,Free Shipping,Yes,No,6,Bi-Weekly
567,56-65,Female,Board Game,Toys & Games,29.67,New Jersey,N/A,N/A,Winter,4,No,Bank Transfer,Free Shipping,No,Yes,5,Monthly
568,18-25,Female,Video Game,Toys & Games,15.51,New York,N/A,N/A,Winter,5,Yes,PayPal,Next Day Delivery,No,No,4,Annually
569,65+,Male,Tablet,Electronics,162.45,Florida,N/A,N/A,Fall,4,No,PayPal,Express,No,No,5,Weekly
570,36-45,Male,Video Game,Toys & Games,29.04,Illinois,N/A,N/A,Summer,4,No,Credit Card,Standard,No,No,6,Annually
571,56-65,Male,Smartwatch,Electronics,10.0,California,N/A,N/A,Winter,4,No,Cash,Next Day Delivery,No,No,4,Quarterly
572,36-45,Male,Laptop,Electronics,555.59,Ohio,N/A,N/A,Fall,5,Yes,Debit Card,Free Shipping,Yes,Yes,4,Annually
573,36-45,Female,Bedding,Home & Garden,10.0,New York,N/A,N/A,Winter,5,No,Bank Transfer,Free Shipping,Yes,No,6,Bi-Weekly
574,36-45,Male,Video Game,Toys & Games,27.12,Illinois,N/A,N/A,Fall,4,Yes,Bank Transfer,Next Day Delivery,No,No,5,Quarterly
575,65+,Male,Casual Shoes,Footwear,68.18,Texas,S,Red,Summer,5,No,Credit Card,Express,No,No,7,Annually
576,46-55,Female,Fitness Equipment,Sports & Outdoors,97.79,Florida,N/A,N/A,Winter,3,Yes,Credit Card,Standard,Yes,No,4,Bi-Weekly
577,46-55,Female,Skincare,Beauty & Personal Care,57.39,Texas,N/A,N/A,Fall,5,No,Cash,Next Day Delivery,No,No,6,Weekly
578,56-65,Male,Jeans,Clothing,11.07,Ohio,L,Green,Fall,5,No,Bank Transfer,Standard,No,Yes,5,Bi-Weekly
579,65+,Female,Music Album,Books & Media,26.65,California,N/A,N/A,Summer,5,No,Bank Transfer,Next Day Delivery,No,No,5,Bi-Weekly
580,18-25,Male,Action Figure,Toys & Games,14.27,Michigan,N/A,N/A,Summer,4,Yes,Credit Card,Next Day Delivery,Yes,No,6,Bi-Weekly
581,65+,Female,Pants,Clothing,54.44,Texas,M,Brown,Winter,4,No,Debit Card,Free Shipping,No,Yes,5,Quarterly
582,56-65,Female,Belt,Accessories,138.96,California,N/A,Gray,Spring,5,No,Credit Card,Next Day Delivery,Yes,Yes,9,Annually
583,56-65,Male,Sports Apparel,Sports & Outdoors,136.43,Illinois,N/A,N/A,Summer,5,Yes,Bank Transfer,Express,No,No,8,Quarterly
584,46-55,Male,Dress,Clothing,47.43,Florida,L,Green,Spring,5,No,Bank Transfer,Standard,No,No,2,Annually
585,36-45,Female,Fitness Equipment,Sports & Outdoors,156.25,North Carolina,N/A,N/A,Fall,5,No,Bank Transfer,Next Day Delivery,No,Yes,9,Quarterly
586,46-55,Male,Magazine,Books & Media,25.49,Pennsylvania,N/A,N/A,Winter,4,No,PayPal,Standard,Yes,Yes,5,Quarterly
587,18-25,Female,Furniture,Home & Garden,217.23,Ohio,N/A,N/A,Summer,5,No,Cash,Next Day Delivery,No,No,4,Quarterly
588,36-45,Female,Board Game,Toys & Games,65.54,Virginia,N/A,N/A,Fall,4,No,Cash,Next Day Delivery,Yes,Yes,7,Weekly
589,46-55,Female,Fitness Equipment,Sports & Outdoors,116.8,North Carolina,N/A,N/A,Summer,5,Yes,PayPal,Next Day Delivery,Yes,Yes,7,Monthly
590,26-35,Female,Kitchenware,Home & Garden,186.72,Virginia,N/A,N/A,Summer,3,No,PayPal,Express,Yes,No,7,Bi-Weekly
591,65+,Male,Sunglasses,Accessories,105.61,New York,N/A,White,Summer,5,Yes,Cash,Next Day Delivery,No,No,7,Bi-Weekly
592,18-25,Male,Smartphone,Electronics,369.22,New Jersey,N/A,N/A,Winter,5,No,Bank Transfer,Standard,No,No,7,Annually
593,18-25,Female,DVD,Books & Media,32.86,Michigan,N/A,N/A,Fall,5,No,PayPal,Next Day Delivery,No,No,7,Quarterly
594,26-35,Male,Puzzle,Toys & Games,26.61,Ohio,N/A,N/A,Summer,5,Yes,Bank Transfer,Express,Yes,No,8,Weekly
595,56-65,Male,Fragrance,Beauty & Personal Care,72.71,North Carolina,N/A,N/A,Spring,5,No,Bank Transfer,Next Day Delivery,Yes,No,8,Quarterly
596,65+,Female,Heels,Footwear,97.63,Texas,XL,Red,Fall,5,Yes,Credit Card,Standard,No,No,5,Bi-Weekly
597,46-55,Male,Headphones,Electronics,287.16,Pennsylvania,N/A,N/A,Fall,5,No,Cash,Next Day Delivery,No,No,4,Bi-Weekly
598,36-45,Female,DVD,Books & Media,10.06,Pennsylvania,N/A,N/A,Summer,5,No,PayPal,Free Shipping,No,No,8,Bi-Weekly
599,46-55,Male,Sports Apparel,Sports & Outdoors,108.47,Ohio,N/A,N/A,Fall,5,Yes,PayPal,Express,No,No,8,Annually
600,26-35,Male,Watch,Accessories,81.31,Virginia,N/A,Blue,Summer,3,Yes,Bank Transfer,Free Shipping,No,No,8,Quarterly
601,26-35,Male,Casual Shoes,Footwear,98.31,Florida,L,Brown,Spring,5,Yes,Cash,Free Shipping,Yes,No,1,Quarterly
602,26-35,Male,Puzzle,Toys & Games,60.83,Georgia,N/A,N/A,Fall,5,Yes,Debit Card,Standard,No,No,5,Quarterly
603,18-25,Female,Sneakers,Footwear,91.3,New York,M,Red,Spring,4,No,PayPal,Next Day Delivery,No,No,3,Monthly
604,36-45,Female,Sports Apparel,Sports & Outdoors,93.13,Pennsylvania,N/A,N/A,Spring,5,No,PayPal,Standard,No,No,4,Monthly
605,65+,Male,Belt,Accessories,10.0,Michigan,N/A,Gray,Summer,5,No,Debit Card,Next Day Delivery,Yes,No,6,Monthly
606,65+,Male,Video Game,Toys & Games,31.86,Virginia,N/A,N/A,Winter,5,No,Credit Card,Free Shipping,No,No,4,Annually
607,36-45,Male,Magazine,Books & Media,10.0,Florida,N/A,N/A,Fall,5,No,PayPal,Free Shipping,Yes,Yes,5,Weekly
608,18-25,Female,Sandals,Footwear,261.67,New York,M,Blue,Fall,5,No,Debit Card,Free Shipping,No,No,4,Monthly
609,46-55,Male,Bike,Sports & Outdoors,103.58,Ohio,N/A,N/A,Summer,5,No,Cash,Standard,No,No,5,Bi-Weekly
610,65+,Female,Wallet,Accessories,167.69,Illinois,N/A,Gray,Spring,5,Yes,Cash,Express,No,No,9,Quarterly
611,18-25,Female,Smartphone,Electronics,620.64,Georgia,N/A,N/A,Spring,5,Yes,Credit Card,Free Shipping,No,Yes,5,Annually
612,18-25,Male,Headphones,Electronics,688.39,Michigan,N/A,N/A,Summer,5,No,Credit Card,Free Shipping,No,No,5,Monthly
613,26-35,Male,Wallet,Accessories,96.42,Illinois,N/A,Red,Summer,5,Yes,Cash,Express,Yes,Yes,6,Weekly
614,18-25,Male,Sports Apparel,Sports & Outdoors,191.73,Georgia,N/A,N/A,Winter,5,Yes,Bank Transfer,Next Day Delivery,No,No,5,Annually
